cwn.Synset('團.4') 計算聚集在一起從事特定活動的人的單位。 兩<團>的巡迴演唱地點，都包括日本、台灣及亞洲等地。
cwn.Synset('惡.0') 對他人有負面危害的行為。 所以要付出日行一善，週去一<惡>的代價，我們才會健康、才會喜樂，因為為善最樂。
cwn.Synset('癸.1') 同類事物中順序排在第十的。 恭喜哲維參加台南市第一屆主委盃全國圍棋公開賽榮獲<癸>組亞軍。
cwn.Synset('瀕.0') 比喻接近後述狀態而未完全達到，通常是負面。 全球六成語言<瀕>消失，每月兩語言絕種。
cwn.Synset('侶.0') 相處在一起或同在一起，互相扶持的人。 少年時的同窗、球<侶>、遊伴、鐵杆們都不知在哪兒發財。
cwn.Synset('換取.0') 以交換的方式得到後述對象。 沙烏地國防部長建議不妨以割地來<換取>海珊撤軍，美國自是難以接受。
cwn.Synset('收入.3') 將特定團體的所有權歸入前述團體中。 考諸歷史，台灣確實是清代中國<收入>其版圖，其後割讓給日本。
cwn.Synset('哇賽.0') 表示驚訝的語氣。 <哇賽>！這位來賓居然在全世界烹飪大賽中連拿三次冠軍耶！
cwn.Synset('取材.0') 採用的材料。 這個劇本<取材>很新穎，值得大家多多學習。
cwn.Synset('準線.0') 平面曲線上任意點到焦點的距離與到特定直線的距離之比為定值所定義的線。 若拋物線之焦點為，<準線>平行於軸，正焦弦長為4，則其方程式為何？
cwn.Synset('滿清.0') 中國朝代名，西元1636年至西元1912年，清太宗皇太極所建。 <滿清>以後，中國國力衰退，西方的鎗炮打垮了中國人的信心。
cwn.Synset('自我.1') 佛洛依德學說當中，指構成心靈的三個部份之一，是連結人與外界事物的部份。 人活著的每個當下原本都是<自我>，但是下層還有本我，要求欲望的本我。
cwn.Synset('林肯.1') 美國第十六任總統。美國內戰時領導北方打贏南北戰爭，解放黑奴。 <林肯>說：誠實是最好的政策。誠實率直成為現代人的倫理吧！
cwn.Synset('諸.0') 指全體中的所有個體單位，強調個體的特性。 預計逐步完成<諸>項內容之分析與設計工作後，隨即展開程式的撰寫作業。
cwn.Synset('演變成.1') 前述對象經過一段時間後改變成的型態是後述對象。 漢字是由象形文字<演變成>的方塊字。
cwn.Synset('七早八早.0') 表時間相當早。 我應該早點申請的，演唱會那天<七早八早>去排，結果還不是在很後面!
cwn.Synset('諱.2') 避稱上位者名字的替代用語或別稱。 捷報貴府老爺范<諱>進高中廣東鄉試第七名亞元。
cwn.Synset('水墨畫.0') 國畫中專用水墨渲染而成的畫。 一幅「鍾馗抓鬼」的<水墨畫>，大剌剌地攀在大門旁。
cwn.Synset('鋁.0') 以鋁製成的器物。 金文可以從兩個方面來理解︰首先，從載體上講，銅、鐵、金、銀、錫、<鋁>等器物上的文字均應包括在內，但金文又專指鑄刻在青銅器上的文字，所以它還有吉金文字、鐘鼎文、彝器文字、彝器款識之稱。
cwn.Synset('鋁.2') 實用金屬，化學符號為Al。 設計師們大量使用<鋁>、錫、銅、鐵等金屬片，強烈表達科技世界的來臨。
cwn.Synset('鋁.3') 形容主要材質為鋁的。 我點燃了煤油爐，把泥一般的大麻漿放在一個<鋁>鍋炒著。
cwn.Synset('使命感.0') 認定自己必須做特定事件的信念。 「教育」是孔子實現其<使命感>的途徑之一。
cwn.Synset('潛逃.0') 秘密逃走。 他因為欠了賭債無法還清，就盜用公款，捲款<潛逃>。
cwn.Synset('借.0') 將自己的所有物或金錢暫時讓給他人使用。 無論如何要鼓勵她多讀點書，如果她肯好好用功，阮萍甚至願意<借>錢給她。
cwn.Synset('生平.0') 一個人生活的整個過程。 她雖然只活了三十三年，但是她的<生平>事蹟，一直被人傳誦著。
cwn.Synset('論.3') 常用在法律及正式文件，視同之意。 以他人充代比賽，違者該點以棄權<論>。
cwn.Synset('比方.2') 用來說明難以理解的概念，通常是用比較淺顯或具體的方式。 佛陀用了許多的<比方>譬喻，讓我們了解宇宙的現象和原理。
cwn.Synset('鋼.0') 主要為鐵和碳的合金，次要為鎂，為工業上重要的材料。 他說當年<鋼>產量不僅可以翻一番，而且「可能搞一千二百萬噸」。
cwn.Synset('請.4') 表達客氣語氣，同時取代語境中進行的事件。 王先生！裡邊<請>！裡邊<請>！
cwn.Synset('國寶.0') 國家極珍貴的資產。 中國千年<國寶>能集體放洋到歐洲，慨然無償提供給老外公開展覽。
cwn.Synset('哇嗚.0') 模擬警鳴的聲音。 卡子把我們裝進警車。喝！小伙子我生平沒這麼神氣，<哇嗚>，<哇嗚>，那警車像飛一樣。
cwn.Synset('鋪.6') 比喻預先做安排，以使特定事件在未來發展順利。 早期療育為發展遲緩兒<鋪>未來路。
cwn.Synset('不行.0') 形容不具備完成特定事件能力的。 我自己覺得自己<不行>，我為什麼這個不會，那個不會。
cwn.Synset('不行.3') 形容表示不同意或不允許。 打少林拳有很多規定，不遵守<不行>。
cwn.Synset('談.2') 用語言溝通的訊息。 清談原僅是具體的人物批評，既非虛玄之<談>，和老莊自無關係，故在初期清談與清議可以互稱。
cwn.Synset('生態赤字.0') 生態環境資源被人類過度使用的狀態。 國人消費型態應積極朝永續消費的方向轉變，以緩和生態足跡的持續擴大，加速縮減國內<生態赤字>。
cwn.Synset('無論如何.0') 表不管條件怎樣變化，其結果都不會改變。 請你記住你對我的諾言，<無論如何>，你要將我的文稿送去。
cwn.Synset('頭部.1') 走勢圖上成交量大或價位高的區段。 部分個股均已形成短期<頭部>，若無大利多刺激，較難發動另一波攻勢。
cwn.Synset('德國人.0') 德國的人民。 在各種料理方式中，油炸是<德國人>慣用的方法。
cwn.Synset('適.0') 形容擁有家族正房血統身份的。 廟因眾子立而<適>長子在，則祭以適長子主之。
cwn.Synset('固定.2') 用特定方式將物體安置在特定地點，使其穩固不移動。 她需要兩枚釘子來<固定>這幅畫。
cwn.Synset('因著.0') 引介原因。 小裕的眼中<因著>月光的反射而閃閃亮著。
cwn.Synset('法人.0') 在法律上能夠行使權利義務的社會組織。 公司為了幫新人宣傳，特地跟幾間知名的財團<法人>合作，辦了一系列的演唱會。
cwn.Synset('預估.0') 事情發生前的估算。 慈善晚會，原本預計一千人，結果超出<預估>，來了一千二百人參加盛會。
cwn.Synset('無數.0') 指數量大到難以計算。 門一開，一陣疾風捲著<無數>雪片直捲進來。
cwn.Synset('安親班.1') 於學童放學後代替父母照顧並輔導其課業的機構。 許多人都以為做<安親班>很好賺，卻不知道招生是很不容易的。
cwn.Synset('鐵肩.0') 比喻有承擔重大責任的能力。 外婆夜夜當窗懇求上帝：「主啊，求你賜我尾仔（小兒子）一副<鐵肩>吧！」。
cwn.Synset('崖.0') 特定空間離說話者最遠的界線。 蔚藍的海、無際的天，海天一線延綿無<崖>。
cwn.Synset('崗.1') 通常用於地勢較低而平的坡地的名稱。 2007年6月，在商業週刊的報導下，「水蜜桃阿嬤」成了整個泰<崗>部落的代名詞。
cwn.Synset('崗.2') 建築物門口工作人員守衛或值勤的地方。 當他經過門口時，照舊又被物業設的門<崗>攔住了。
cwn.Synset('致力.0') 用心從事後述事件。 他是研究紅學的先鋒，也<致力>於新文學運動。
cwn.Synset('幾近.0') 前述事件快要達到後述狀態。 這樣的師生情誼在現今的社會已<幾近>消失，人們亦逐漸遺忘這份情誼的珍貴。
cwn.Synset('注意力.0') 對特定事物小心留意的意志力。 此類大型計畫的增加，似乎也轉移了科學家們的<注意力>。
cwn.Synset('精神.4') 比喻特定對象主要的思想或宗旨。 何先生的製作技術、敬業<精神>，不亞於科技先進國家的專業水平。
cwn.Synset('全身.0') 身體的全部。 小林說，她憤怒，憤怒得<全身>發麻；絕望，絕望得心臟抽痛。
cwn.Synset('歷史.0') 大學中教授歷史知識的教學研究單位。歷史系所的簡省。 杜正勝是台大<歷史>畢業。
cwn.Synset('歷史.4') 特定對象過去發展過程的總稱，特指重大或具影響力的事件。 我們做聖誕飾品外銷已經有二十年的<歷史>了。
cwn.Synset('工會.0') 同一行業勞工為維護共同利益所組成的團體。 劉兆玄將於十四日，再次與電信<工會>幹部進行溝通。
cwn.Synset('離散.0') 分開，不聚在一起，多用在親屬。 情份的疏離，也必須靠時間一點一滴地發酵，才能修補<離散>多年的裂痕。
cwn.Synset('崩.1') 比喻原本的制度或系統被破壞變得不完整。 毛澤東於舊倫理<崩>亂之世，一倡尊民，當時而立，收人心，成大統，威極終身。
cwn.Synset('江.1') 河川名，源於青海省唐古拉山脈，流經青海、西康、雲南等九省，至上海出吳淞口，注入東海，為世界第三大河。 北河南<江>之間，正是華夏文明的中心地帶。
cwn.Synset('物種.0') 生物分類單位的一種，在屬之下，為最底層的分類。 傳統雜交通常不可能在兩種屬於不同<物種>的生物之間進行。
cwn.Synset('良性.0') 形容不會立刻危害身體健康的。 腫瘤是一種現代人常見的病徵，有<良性>和惡性兩種。
cwn.Synset('隔音.0') 形容隔絕外界聲音的。 在道路兩側植樹造林有很好的<隔音>效果。
cwn.Synset('最為.0') 表特定屬性超過所有同類的對象。 送高帽、戴高帽實為人際關係中<最為>奧妙的一著棋。
cwn.Synset('遺.0') 前述對象過世後留下後述對象。 中原建築系耆老王重海老師於身後<遺>惠系上一筆款項，並囑咐其為嘉惠本系學子學習之用。
cwn.Synset('遺.2') 形容在世時未完成或未發表的。 想當初曲大哥還是從蔡伯喈墓中找到這份<遺>譜，只可惜沒有那焦尾琴。
cwn.Synset('當地.0') 沒有經過改變的，或者改變之前的地方。 方路真怕引鬼上身，尿是不敢撒了，卻又不敢馬上就跑，於是衹好站在<當地>等。
cwn.Synset('史語所.0') 中央研究院的研究單位之一，研究歷史。 民族學研究所正式成立，由凌先生出任所長，並向本院<史語所>借得中國大陸邊疆民族標本千餘件。
cwn.Synset('優點.0') 特定對象的正面特質。 平易近人的筆法、詳細易懂的介紹、美麗的圖片做見證，這本書的<優點>說不完囉！
cwn.Synset('年尾.0') 一年的末期。 1967<年尾>舉行的一連串試射，參加的各國要員都大開眼界。
cwn.Synset('西方.1') 阿彌陀佛所在的極樂世界。 我本佛前一蓮花，只因世人落凡塵，萬物諸法多變化，<西方>淨土是我家。
cwn.Synset('合計.1') 表全部數目加在一起的結果。 金融管理人員培訓班計劃開二班，每班五十人，<合計>一百個名額。
cwn.Synset('浪漫.0') 十八至十九世紀的一種藝術與文學潮流，主要著重於主觀性、自我情感及想像。 <浪漫>樂派是音樂史上一個非常燦爛、非常豐盛的時期。
cwn.Synset('牧場.0') 放養牲畜的地方。 那片<牧場>四周有階梯般的丘陵環繞，遠處有大山作為背景。
cwn.Synset('遍.1') 表分佈在範圍內的所有地方。 此園以水取勝；綠波環繞，<遍>植荷花。
cwn.Synset('嗨.0') 表示親切的招呼語。為英語hi的音譯。 「<嗨>，你這兩天都幹什麼了？也沒來過電話。」小明問志華。
cwn.Synset('主人.2') 邀請並負責招待賓客的人，相對於客人。 早期總舖只負責下廚，材料由請客的<主人>自己去採買。
cwn.Synset('照說.0') 表說話者認為依照常理或事實應得到的後述結論。 在金融風暴風聲鶴唳之下，<照說>黃金應是避風港才對，可是黃金照樣大跌。
cwn.Synset('大家.1') 對在文學藝術領域表現傑出，可以作為後世典範的人的尊稱。 四十年來渡海書法<大家>，實為臺灣留下了大批書法創作名蹟。
cwn.Synset('嗽.0') 將液體含在口中，並鼓動臉頰，使液體在口腔內流動，以去除口腔內的汙垢。 由於甲醛沒有解毒劑，患者也未吞下甲醛，回家後一直<嗽>口<嗽>了數天，症狀才紓緩。
cwn.Synset('嗲.0') 形容動作姿態嬌柔具有女性特質。 一大群朝鮮族美女，跳起了動作很<嗲>的長鼓舞。
cwn.Synset('自稱.1') 自行陳述事件行為，且沒有他人可以證實。 楊某<自稱>在台中被竊了五百萬元。
cwn.Synset('東方.1') 臺灣出版社之一，社長為林呈祿先生，主要出版兒童及青少年讀物。 <東方>最大的貢獻，是改寫了許多中國章回小說和世界名著。
cwn.Synset('嗆.0') 放話、揚言。 沒事亂<嗆>人的結果就是惹是生非。
cwn.Synset('嗄.0') 應答聲，為古時差役應答上官傳叫及喝堂威時所用。 大怒道：『我這樣開導你們，還是不招，再替我夾拶起來﹗』底下差役炸雷似的答應了一聲『<嗄>，』夾棍拶子望堂上一摔，驚魂動魄價響。」
cwn.Synset('嗚.3') 發出口中有物而無法開口說話所產生的聲音。 我想叫救命，可是嘴裏塞了這麼大這麼粗的東西，只能「<嗚><嗚><嗚>」，後來真的太累了，我就連「<嗚>」都不「<嗚>」了，死魚一樣的翻著白眼。
cwn.Synset('嗟.0') 表不屑的語氣。 <嗟>，你才惡心！
cwn.Synset('寫給.0') 以書寫的方式表達給後述對象。 小學生<寫給>總統的信件結集成長，名為「送您一顆小貝殼」。
