e04 , 形容極度不悅。
摟 , 用手掌及手臂圈住特定對象。
摧 , 使特定對象受到損傷而無法自動復原。
摩擦 , 人與人之間的衝突。
摩擦 , 物體間相互接觸而過。
摩 , 特定物體頂貼其他物體表面來回運動。
摳 , 不加修改地仿造。
摳 , 利用電話裝置與人通話。為英語call的音譯。
摳 , 將特定內容複製到特定儲存裝置。
摳 , 形容比喻花錢不大方的。
摳 , 比喻將心力花在無用或無法解決的問題上。
摳 , 用指甲、爪子或類似的工具去除物體表面的物質。
摳 , 計算貨幣的基本單位。
摶 , 使分散的後述對象聚集在一起。
摶 , 特定對象逐漸聚集到一定數量。
摶 , 用特定方式使後述物體成為球形。
摶 , 藉著後述對象的動力移動。
摸 , 以手或手持工具在特定空間範圍內尋找並取得特定對象。
摸 , 作戰時，蛙人趁夜晚偷襲敵方落單的人。
摸 , 做事動作慢。
摸 , 偷特定物品，通常是物體很小，可以用手拿或偷的過程不費力。
摸 , 在抽獎活動中得到特定獎品。
摸 , 在牌類遊戲中拿到後述牌。
摸 , 在黑暗中移動。常與「黑」連用。同義詞「摸黑」。
摸 , 專有名詞。姓。
摸 , 比喻做事態度不認真。常與「魚」連用。
摸 , 比喻經過調查而了解特定對象。
摸 , 比喻透過實際操作或參與以熟悉特定對象。
摸 , 清楚地知道。
摸 , 用手指辨識牌面。
摸 , 用手輕觸後述對象。
摸索 , 以手或手持工具在特定空間範圍內尋找並取得特定對象
摸索 , 比喻透過實際操作或參與以熟悉特定對象。
摸 , 進行麻將賽局。常與「圈」連用。
摺 , 將特定物體的其中一部份翻面，並和其他部份重疊在一起。
摺 , 普通名詞。片狀物以折的方式區分出來的部份中的一個。　
摺 , 普通名詞。衣物邊緣布料翻面和其他部份重疊的部位。常用接尾詞。
摺 , 普通名詞。裝訂成書籍形式的小本子。常用接尾詞。
摺 , 特定物體的其中一部份翻面和其他部份重疊在一起。
摺 , 用折的方式將紙張做成特定形狀的物體。
摻 , 加入後述物質。
摻 , 比喻具有後述意義或情感。
摻 , 進行後述已進行中或規劃給多人進行的特定活動或事件。
摻 , 類似的兩種以上對象在同一空間範圍內同時存在。
撈 , 以手或手持工具為容器，將存在特定空間或水中的物品取出。
撈 , 比喻取得大量的金錢或利益。
撈 , 比喻在同類對象中取得需要的對象。
撈 , 比喻得到不在預期中的好處。
撈 , 用特定工具將沈沒在水中的物體取出。
撐 , 以特定對象頂住後述對象。
撐 , 形容物體受外在因素影響而體積變大超過正常狀態。
撐 , 手向手底或腳向腳底的方向施力，朝施力的反方向移動。
撐 , 比喻以特定對象維持後述狀態。
撐 , 用傘阻擋陽光或雨水。
撐 , 用力張開眼睛，避免睡著。
撐 , 用竹篙抵住河床，並向前划行，使船能夠往前行進。
撐竿 , 普通名詞。在撐竿跳比賽中所使用的有彈性的細長棍子。常用接尾詞。
撐竿 , 普通名詞。用來抵住河床，並向前划行，使船能夠往前行進的竹竿。
撐竿 , 用竹篙抵住河床，並向前划行，使船能夠往前行進。
撐竿 , 選手利用一根長竿跳過橫竿，以跳過橫竿而不弄掉橫竿的高度決定勝負。
撐腰 , 比喻給予有力的支持。
撒 , 使特定物體分散地落下。
撒 , 動物排泄尿液。
撒嬌 , 為了達到目的或取悅他人，作出可愛、討好的行為。
撒 , 專有名詞。姓。
撒 , 抓住特定物體的一端用力甩動將物體攤開，通常是可展開的平面物體。
撒 , 故意說不真實的話。
撒 , 比喻不理會。
撒 , 比喻付出大額金錢。
撒 , 比喻光線擴散地照射在後述物體上。
撒 , 比喻音樂聲在特定空間中傳送。
撒 , 為特定目的而使用後述能力或特質。
撒 , 特定物體分散地落下。
撒謊 , 故意說不真實的話。
撕 , 使特定對象離開原本附著的位置。
撕 , 持特定對象的兩端往反方向施力使其裂開。
撞 , 兩個事件在不預期情況下同時間舉行或發生。
撞 , 很用力地碰到或碰在一起。
撞擊 , 移動中的物體用力地碰在另一個物體上。
撞球 , 從事一種在長方形球台上以一顆母球撞擊其他子球進袋的球類運動。
撞球 , 普通名詞。在長方形球台上以一顆母球撞擊其他子球進袋的球類運動。
撞球 , 普通名詞。撞球比賽所使用的球。
撢 , 以手或工具將附著在物體表面的粉塵狀物除去。
撢 , 普通名詞。用來除去物體表面粉塵狀物的有柄長型器具。常用接尾詞。
撤 , 使後述對象的數量變少。
撤 , 專有名詞。姓。
撤 , 消除後述對象使其不存在。
撤 , 移除後述對象使其不存在在特定空間範圍內。
撤職 , 有權力的人將特定對象的職位取消。
撤 , 離開原本存在的特定空間範圍。
撥 , 使特定對象離開其附著的表面。
撥 , 使用算盤或計算機進行計算，常與「算盤」、「計算機」連用。
撥 , 在整體對象中規劃一部份作為特定的用途，並給予特定對象。
撥 , 從已分配的時間挪出一些時間。
撥款 , 支付或調配款項。
撥款 , 普通名詞。支付或調配的金錢。
撥 , 比喻將令人不悅的特定想法從心中除去。
撥 , 用手或腳將球往特定方向施力，使球移動。
撥 , 用手指或手持工具快速撥動琴弦演奏。
撥 , 用手掌或手持工具對特定對象施力，使其往左或往右移動。
撥 , 用手掌或手持工具對特定對象施力，使其輕微移動。
撥 , 計算成批或分組人群的單位。
撥 , 調整鐘錶的時間設定。
撥 , 輸入電話號碼使用電話裝置傳遞訊息。
撫 , 主事者兩掌互擊發出聲音。常與「手」或「掌」連用。
撫 , 地方詞。中國城市名，位於遼寧省東部，為東北的工業重地。「撫順」的簡省。同義詞「撫順」。
撫 , 地理位置與後述地點相鄰。
撫 , 提供特定對象生活必需的物資或費用。
撫 , 普通名詞。接尾詞。明清時代官名之一。「巡撫」的簡省。同義詞「巡撫」。
撫 , 比喻主事者以溫和的手段使特定對象停止抵抗且信服。
撫 , 比喻使特定對象的情緒平靜穩定。
撫 , 演奏中國傳統弦樂器或管樂器。
撫 , 用手來回輕觸後述對象。
播 , 比喻廣泛散佈特定資訊。
播 , 比喻開始傳佈並培養一種新思想或新理論。
播 , 比喻雄性生物跟許多不同對象生出後代。
播 , 為了種植植物而將種子散布於土中。
播種 , 比喻開始傳佈並培養一種新思想或新理論。
播種 , 比喻雄性生物跟許多不同對象生出後代。
播種 , 為了種植植物而將種子散布於土中。
播 , 透過廣播或電視傳遞特定訊息或節目。
播遷 , 特定對象到處遷移。
播遷 , 生物透過特定方式至他處生長或繁殖。
撰 , 以文字創作作品。
撰 , 將已有的資料整合，創作成特定作品。
撲 , 事件名詞。往前移動，將身體的重心投射到離原來位置有一段距離的目標物上的一次快速動作。
撲 , 以拍打的方式使粉狀物均勻地分佈在特定物體上。
撲 , 大量前述氣味或感受瞬間使後述對象明顯感覺到。
撲 , 快速往前移動，將身體的重心投射到離原來位置有一段距離的目標物上。
撲 , 急速向後述對象運動。
撲 , 拍打特定物體，使其表面上的附著物掉落。
撲 , 普通名詞。姓。
撲 , 普通名詞。接尾詞。以拍打的方式使粉狀物均勻地分佈在皮膚上的化妝工具。
撲 , 比喻主動追求後述對象。
撲 , 比喻到達目的地，卻沒有找到預期的對象。常與「空」連用。
撲 , 比喻將精神或情感集中在特定對象上。
撲 , 比喻沒有達到預期的結果。常與「空」連用。
撲 , 熄滅在特定對象上燃燒的火。常與「火」連用。
撲 , 用手或手持工具捕捉後述對象。
撲 , 鳥類或昆蟲等有翅膀的動物揮動翅膀。
撿 , 以手或手持物品從低處拿起東西。
撿 , 選取、挑選。
擁 , 人群所形成的限定範圍將特定對象圍繞在內。
擁 , 多數的前述對象前往並聚集同一地點，通常是人擠人。
擁 , 專有名詞。姓。
擁 , 後述對象的所有權屬於前述對象。
擁 , 後述對象的控制權屬於前述對象。
擁有 , 後述對象的所有權屬於前述對象。
擁有 , 斷定特定對象有後述性質。
擁 , 用手掌及手臂圈住特定對象。
擁 , 表示贊成並全力支持。
擄 , 以暴力、威脅的手段取得後述原來不屬於自己的財物。
擄 , 挾持特定對象。
擅 , 專精於後述技術或領域。
擅於 , 專精於後述技術或領域。
擅 , 表未經許可而任意私自行動。
擅長 , 專精於後述技術或領域。
擇 , 從多個同類對象中挑選出後述對象。
擇期 , 訂定執行後述事件的日期。
擊 , 主動對敵人進行武力行動。
擊 , 以手指或手持器具在弦樂器或打擊樂器上演奏音樂。
擊 , 以手施力使手或手持物撞擊特定對象。
擊 , 對後述目標物發射武器。
擊 , 很用力地碰到或碰在一起。
擊 , 手或腳拍打水面，以激起水花或得到反作用力。
擊 , 按滑鼠鍵進行指令。
擊 , 揮棒、揮拍或揮竿的特定球類運動。
擊 , 普通名詞。比喻在特定系列中的事件進行中的一個活動。
擊 , 普通名詞。比喻採取具侵略性並可能造成傷害的行動。常與「一」連用。
擊 , 特定物體落在特定對象上，使其感到疼痛或受到傷害。
擊 , 計算擊出球的次數的單位。
擋 , 使特定通道無法通行。
擋 , 幫助他人逃避不願意面對的事件。
擋 , 比喻妨礙特定事件進行使其不順利。
擋 , 阻止特定對象的前進。
操 , 使用後述口音或詞彙。
操 , 依照特定需求而創造出來鍛鍊身體的人為運動。常用接尾詞。
操 , 咒罵語。
操 , 因特定對象而感到憂慮。常與「心」連用。
操 , 專有名詞。東漢末年的宰相，挾天子以令諸侯。「曹操」的縮寫。
操 , 形容導致過度使用的。
操 , 形容被過度使用的。
操心 , 比喻擔心特定事物而感到情緒緊張。
操 , 手持後述工具做特定事件。
操 , 按照特定技術使用後述工具。
操 , 掌握控制特定事件。
操 , 過度使用後述對象。
擔 , 以架在肩膀上的槓桿支撐並搬運後述物體。
擔任 , 前述對象擔任的職務是後述職務。
擔心 , 比喻因特定對象而感到憂慮。
擔憂 , 為特定對象或原因感到擔心憂慮。
擔 , 普通名詞。扁擔兩端所挑的扁形竹簍。常用接尾詞。
擔 , 普通名詞。接尾詞。販賣食物或提供服務的流動攤子。
擔 , 普通名詞。比喻承受的責任或義務。
擔 , 比喻因特定對象而感到憂慮。常與「心」連用。
擔 , 比喻承受責任或義務。
擔 , 比喻把後述負面情緒當成自己的責任或義務。
擔 , 計算一個擔子一次能容納的物品的單位。
擔 , 計算重量的單位。市制一擔等於一百斤。
據了解 , 句副詞。表後述消息是從他人那裡知道。
據云 , 後述消息是從他人那裡聽來的。
據 , 以強力取得後述地理空間。
據報 , 具有公權力的單位接獲特定訊息。
據 , 存在並擁有後述空間。
據 , 引介特定對象作為言論或行動的基礎。
據 , 引介特定的觀點。
據 , 引介遵循的原則。
據悉 , 句副詞。表後述消息是從他人那裡知道。
據 , 普通名詞。可作為證明的事物。
據 , 普通名詞。言論或行動的基礎。
據稱 , 句副詞。表後述消息是根據他人的宣稱。
據聞 , 後述消息是從他人那裡聽來的。
據說 , 後述消息是從他人那裡聽來的。
擠 , 使後述對象緊密的靠攏聚集在一起。
擠 , 在擁擠的環境中，用力排開特定對象並通過。
擠 , 形容特定空間內的特定對象數量多到幾乎超過最大容量。
擠 , 從兩旁往中間方向施加壓力使後述對象從縫隙中出來。
擠 , 比喻在競爭中得到後述對象被排擠後留下的位置。
